#MessageSize Rank0Time(us) Rank1Time(us) Rank2Time(us) Rank3Time(us) Rank4Time(us) Rank5Time(us) Rank6Time(us) Rank7Time(us) Rank8Time(us) Rank9Time(us) Rank10Time(us) Rank11Time(us) Rank12Time(us) Rank13Time(us) Rank14Time(us) Rank15Time(us) 
16777216 7706.165314 8637.905121 10109.186172 8164.405823 8625.030518 8066.415787 9208.679199 7209.062576 7709.980011 8639.812469 10111.808777 8165.359497 8628.129959 8067.846298 9211.301804 7209.539413 
16777216 8547.782898 9234.189987 10146.617889 8230.209351 8862.972260 8407.354355 9471.416473 7118.225098 8602.619171 9237.051010 10148.525238 8231.163025 8864.879608 8409.738541 9472.846985 7119.178772 
16777216 9902.000427 9420.156479 11212.110519 8779.048920 10003.566742 8388.280869 10456.562042 8142.232895 9905.576706 9428.977966 11214.494705 8780.002594 10005.474091 8388.757706 10458.230972 8142.948151 
16777216 9466.171265 9145.498276 10249.376297 7670.402527 9133.100510 8335.828781 9306.669235 7362.365723 9517.669678 9146.928787 10252.237320 7671.594620 9135.246277 8336.782455 9307.384491 7364.988327 
16777216 10169.982910 9329.795837 12084.007263 8299.827576 9568.929672 8275.270462 11561.393738 7924.318314 10173.320770 9331.226349 12086.153030 8301.734924 9570.360184 8275.747299 11563.301086 7925.987244 
16777216 9342.193604 11998.176575 13413.429260 11735.916138 12039.422989 9945.392609 11846.303940 8933.067322 9384.393692 11999.368668 13488.769531 11737.823486 12040.376663 9992.122650 11847.972870 8945.226669 
16777216 11976.718903 11461.019516 12511.730194 9738.206863 10877.847672 12234.687805 12374.162674 10716.676712 11977.910995 11478.185654 12583.017349 9763.240814 10883.331299 12236.595154 12387.275696 10717.630386 
16777216 25211.095810 13447.284698 18493.652344 11741.876602 15934.705734 9996.175766 18065.214157 10189.056396 25214.672089 13448.476791 18494.844437 11855.840683 15936.374664 10010.719299 18066.644669 10242.223740 
16777216 12412.309647 10986.566544 13422.727585 10774.850845 12058.496475 9363.889694 11318.683624 9449.481964 12414.216995 10994.434357 13424.158096 10776.758194 12060.642242 9364.366531 11319.160461 9450.197220 
16777216 8548.021317 8766.889572 10373.353958 8016.824722 9062.051773 8967.876434 10225.772858 8188.724518 8550.167084 8769.273758 10374.546051 8018.255234 9063.720703 8969.068527 10241.031647 8200.883865 
16777216 15469.789505 12955.188751 15326.499939 12156.486511 13539.075851 10268.926620 15380.859375 10171.890259 15471.935272 12956.857681 15328.884125 12157.678604 13541.698456 10269.880295 15382.528305 10172.605515 
16777216 8945.465088 10831.832886 11797.428131 10383.367538 10456.800461 10555.267334 11237.382889 9287.834167 8945.941925 10835.647583 11799.812317 10384.559631 10460.615158 10557.889938 11239.051819 9293.556213 
16777216 10196.685791 12538.433075 13637.065887 11085.510254 11705.636978 10811.567307 12805.461884 10395.765305 10199.308395 12542.247772 13638.496399 11090.517044 11707.544327 10812.759399 12807.130814 10455.131531 
16777216 9591.817856 10241.270065 13365.030289 9144.067764 12288.808823 10529.756546 13257.265091 9839.296341 9592.533112 10243.415833 13365.745544 9279.727936 12290.477753 10530.471802 13258.934021 10204.553604 
16777216 26453.018188 12652.635574 19595.384598 12659.788132 22267.818451 12663.841248 18978.118896 12665.271759 26457.309723 12654.066086 19596.576691 12660.503387 22268.533707 12664.556503 18978.834152 12666.463852 
16777216 12969.255447 10806.322098 12750.387192 9571.313858 12086.153030 9870.767593 12103.796005 9612.560272 12970.447540 10807.752609 12752.532959 9572.029114 12087.345123 9871.482849 12104.749680 9625.911713 
16777216 9870.052338 10490.417480 11365.890503 9350.538254 10266.304016 9737.014771 10613.918304 8709.430695 9873.390198 10491.609573 11368.274689 9351.491928 10268.688202 9737.968445 10615.825653 8714.914322 
16777216 9337.425232 10711.193085 11792.182922 9836.435318 8477.449417 9732.007980 11044.025421 9029.150009 9339.809418 10712.385178 11793.851852 9837.388992 8479.356766 9733.200073 11046.648026 9036.302567 
16777216 11034.965515 13271.093369 13901.233673 11723.041534 11977.910995 12361.764908 13153.314590 10929.584503 11037.111282 13272.762299 13903.379440 11731.624603 11979.579926 12363.433838 13154.983521 10930.776596 
16777216 7514.715195 8697.748184 9743.213654 7857.799530 8440.017700 7873.535156 8989.334106 6904.363632 7518.053055 8701.086044 9744.882584 7858.753204 8441.925049 7874.965668 8991.479874 6905.078888 
16777216 9584.665298 8972.406387 9521.245956 7360.935211 8498.191833 8490.324020 8912.563324 6877.183914 9587.049484 8974.313736 9523.391724 7361.888885 8500.814438 8492.469788 8914.232254 6878.376007 
16777216 9735.107422 9502.172470 10604.619980 8446.693420 9440.422058 8673.906326 9836.435318 7893.085480 9738.683701 9503.126144 10607.004166 8447.647095 9442.806244 8675.098419 9838.104248 7905.721664 
16777216 9400.606155 8891.582489 10241.508484 7865.428925 9370.326996 8068.323135 9468.078613 7716.894150 9403.944016 8893.489838 10243.654251 7866.382599 9371.995926 8069.515228 9468.793869 7718.563080 
16777216 7850.408554 8836.507797 9677.648544 8104.562759 8561.849594 8152.961731 8999.347687 7110.834122 7853.746414 8839.607239 9679.555893 8105.754852 8563.518524 8154.153824 9001.016617 7114.171982 
16777216 10664.939880 9328.126907 11189.699173 7948.875427 9639.978409 8341.312408 10443.449020 7975.101471 10667.085648 9330.272675 11191.368103 7949.590683 9641.408920 8342.027664 10445.117950 7981.777191 
16777216 10400.295258 8484.363556 10750.770569 7429.599762 9756.803513 7579.088211 10083.436966 7428.884506 10402.441025 8486.032486 10751.724243 7430.076599 9757.280350 7580.041885 10084.629059 7429.838181 
16777216 8365.631104 9323.120117 10517.835617 8306.503296 9078.502655 8188.009262 9321.689606 7108.926773 8415.699005 9325.742722 10519.742966 8346.319199 9080.171585 8188.962936 9322.404861 7110.834122 
16777216 11778.354645 9639.978409 12808.799744 8560.180664 11604.785919 9027.719498 12237.787247 8589.744568 11779.069901 9640.455246 12810.707092 8561.134338 11605.024338 9028.434753 12239.217758 8590.936661 
16777216 9032.726288 8725.643158 9608.507156 6978.273392 8971.691132 8110.284805 8928.775787 6977.796555 9034.395218 8727.312088 9610.652924 6989.717484 8972.644806 8111.715317 8930.683136 6978.988647 
16777216 8655.309677 9497.404099 10459.423065 8761.167526 9200.811386 8794.546127 9764.671326 7792.472839 8658.647537 9506.702423 10461.091995 8762.121201 9202.480316 8798.599243 9766.340256 7793.188095 
16777216 8671.522141 9689.807892 10519.266129 8644.342422 9474.515915 9091.854095 9885.549545 7889.032364 8674.860001 9693.622589 10521.650314 8645.057678 9476.184845 9092.569351 9887.218475 7892.608643 
16777216 8382.558823 8721.828461 9917.020798 7626.771927 8745.908737 7830.858231 9164.094925 7117.986679 8385.658264 8723.258972 9919.166565 7627.725601 8747.577667 7831.573486 9165.763855 7119.178772 
16777216 8897.542953 9874.820709 10704.994202 8857.965469 9467.124939 9321.689606 10106.563568 8022.308350 8986.473083 9877.204895 10707.378387 8858.680725 9468.793869 9322.881699 10108.232498 8023.262024 
16777216 11746.168137 10471.105576 12313.127518 8929.729462 11675.834656 9214.401245 11334.896088 8930.206299 11748.075485 10472.536087 12313.842773 8930.444717 11676.549911 9215.116501 11335.849762 8931.398392 
16777216 11245.727539 8920.192719 10889.291763 7942.199707 9595.632553 7754.802704 9950.876236 7537.364960 11247.873306 8921.861649 10891.914368 7943.391800 9597.301483 7755.517960 9952.545166 7537.841797 
16777216 9085.178375 9201.526642 10221.958160 8326.292038 9231.805801 8298.635483 9450.674057 7586.240768 9088.516235 9202.480316 10224.103928 8327.484131 9233.713150 8299.827576 9452.104568 7600.069046 
16777216 11199.474335 11357.307434 12737.035751 10610.103607 11550.188065 10320.901871 11847.972870 9982.347488 11202.812195 11358.737946 12739.419937 10611.295700 11551.856995 10321.855545 11849.880219 9972.810745 
16777216 11502.027512 11451.959610 13107.538223 8571.386337 10538.578033 9165.048599 12589.454651 8529.663086 11504.173279 11454.105377 13109.922409 8572.816849 10567.188263 9165.763855 12591.600418 8530.139923 
16777216 13994.932175 9048.461914 9981.155396 7891.654968 8879.184723 8338.212967 9251.117706 7287.502289 13995.170593 9050.369263 9983.301163 7892.847061 8880.853653 8339.166641 9252.786636 7288.694382 
16777216 10579.347610 8941.650391 10382.652283 8022.546768 9051.561356 8014.440536 9566.307068 7472.038269 10580.778122 8959.054947 10385.513306 8037.805557 9053.707123 8015.632629 9568.691254 7473.230362 
16777216 8565.425873 8401.632309 10288.238525 7498.502731 8690.357208 7380.962372 9515.285492 7060.766220 8568.286896 8402.824402 10290.622711 7499.456406 8692.264557 7381.677628 9517.431259 7061.719894 
16777216 9090.185165 8615.016937 10127.544403 7284.641266 8860.111237 7593.393326 9297.847748 7174.730301 9093.999863 8616.924286 10129.690170 7285.833359 8862.018585 7594.585419 9299.516678 7175.445557 
16777216 8437.395096 8818.864822 9938.001633 7944.107056 8643.627167 7990.837097 9093.761444 7102.489471 8440.494537 8819.818497 9940.147400 7945.060730 8645.534515 7992.506027 9095.430374 7103.204727 
16777216 8613.586426 8874.416351 10243.177414 7589.340210 8823.394775 7755.994797 9521.007538 7200.479507 8616.924286 8875.846863 10245.323181 7591.247559 8825.540543 7756.710052 9522.914886 7202.148438 
16777216 12229.919434 11038.303375 11893.510818 8836.030960 11038.541794 9210.586548 11002.302170 8730.888367 12231.826782 11039.733887 11895.656586 8836.746216 11040.687561 9211.540222 11004.209518 8741.855621 
16777216 13442.516327 9637.117386 12933.015823 9055.137634 13274.431229 9054.183960 12289.047241 9056.806564 13598.918915 9637.832642 12934.684753 9056.091309 13277.053833 9054.899216 12290.477753 9057.521820 
16777216 13900.518417 7125.377655 11748.075485 6996.631622 11806.726456 6960.868835 11064.291000 6971.597672 13903.617859 7126.569748 11759.042740 6997.585297 11807.203293 6961.345673 11064.767838 6972.312927 
16777216 9008.169174 10189.294815 10975.599289 10308.980942 10376.453400 9125.709534 10118.246078 8483.648300 9009.599686 10190.248489 10977.506638 10309.934616 10376.930237 9126.424789 10120.153427 8484.601974 
16777216 11801.481247 8822.441101 9621.620178 7395.505905 9129.047394 8304.357529 8893.728256 7395.267487 11803.627014 8823.871613 9622.573853 7396.697998 9130.001068 8305.788040 8895.874023 7396.697998 
16777216 10571.479797 10462.999344 12088.537216 9396.553040 10676.860809 9458.303452 11284.589767 9064.435959 10575.056076 10463.953018 12091.159821 9397.506714 10678.768158 9459.018707 11286.973953 9065.389633 
16777216 9982.824326 9329.557419 11083.602905 8159.160614 9593.248367 8303.642273 10252.952576 7972.002029 9983.539581 9331.226349 11084.318161 8160.352707 9595.155716 8304.357529 10255.575180 7979.393005 
16777216 10094.165802 9978.055954 10996.341705 9148.597717 9871.244431 9161.949158 10263.204575 8318.185806 10096.311569 9979.486465 10998.964310 9149.789810 9872.913361 9163.379669 10264.873505 8319.616318 
16777216 12245.893478 8851.051331 12157.440186 8339.643478 11647.939682 8337.736130 11520.147324 8337.974548 12247.800827 8852.005005 12158.870697 8341.789246 11648.893356 8348.703384 11520.862579 8339.166641 
16777216 12590.646744 10145.664215 11290.311813 8683.681488 11454.820633 9487.628937 10636.806488 8671.760559 12593.269348 10146.617889 11292.457581 8684.158325 11455.774307 9488.821030 10639.429092 8672.714233 
16777216 11674.642563 10859.251022 12688.159943 10047.674179 11208.057404 9848.117828 12271.881104 9546.995163 11670.827866 10854.482651 12679.815292 10037.660599 11200.666428 9840.488434 12266.635895 9540.557861 
16777216 9627.580643 9062.767029 10548.830032 7892.131805 9201.526642 8133.649826 9729.623795 7540.225983 9631.156921 9064.435959 10551.452637 7893.800735 9203.195572 8138.656616 9731.769562 7541.179657 
16777216 10627.746582 7590.532303 10992.288589 7067.918777 9901.285172 7087.469101 10359.764099 7085.800171 10629.653931 7592.439651 10993.242264 7068.872452 9902.477264 7088.184357 10361.433029 7086.753845 
16777216 10033.130646 8849.143982 11332.750320 7892.370224 9908.199310 7913.351059 10747.432709 7911.443710 10035.276413 8851.289749 11335.134506 7893.085480 9909.391403 7914.066315 10748.863220 7912.158966 
16777216 9131.193161 9798.765182 11032.819748 8914.232254 9719.610214 8908.510208 10240.316391 8186.101913 9133.100510 9801.149368 11034.727097 8915.424347 9721.994400 8909.702301 10241.985321 8187.055588 
16777216 7935.523987 8736.610413 9833.812714 7856.369019 8579.492569 7941.007614 9097.576141 7062.435150 7938.861847 8739.471436 9836.196899 7857.561111 8580.923080 7945.060730 9099.245071 7063.627243 
16777216 9143.829346 8368.968964 9899.616241 7364.749908 8562.564850 7344.245911 9024.143219 6953.954697 9145.975113 8370.876312 9901.285172 7365.703583 8564.472198 7345.438004 9026.050568 6954.431534 
16777216 8552.789688 8583.784103 9910.106659 7406.949997 8616.924286 7648.468018 9074.449539 7008.075714 8556.604385 8585.214615 9912.252426 7407.665253 8618.354797 7648.944855 9076.356888 7010.936737 
16777216 8948.326111 9911.537170 11016.607285 9127.140045 9762.525558 9044.647217 10229.349136 8198.261261 8950.233459 9914.159775 11018.514633 9127.855301 9764.671326 9045.600891 10231.018066 8199.214935 
16777216 8255.481720 8690.834045 10290.384293 7892.847061 8813.619614 7675.409317 9412.050247 7273.912430 8258.819580 8694.171906 10292.768478 7894.039154 8815.288544 7676.362991 9414.434433 7291.316986 
16777216 8192.300797 8643.865585 10059.118271 7737.159729 8656.024933 7605.552673 9205.818176 7082.223892 8195.638657 8649.110794 10061.264038 7738.113403 8669.614792 7606.744766 9207.725525 7090.091705 
16777216 8206.367493 8450.984955 10049.581528 7358.312607 8574.485779 7412.433624 9107.828140 6938.457489 8209.705353 8453.369141 10051.727295 7359.266281 8576.393127 7413.148880 9109.973907 6939.411163 
16777216 7575.273514 8698.940277 9671.211243 7937.669754 8428.096771 7921.457291 8920.907974 6967.306137 7578.611374 8702.516556 9672.880173 7938.623428 8430.004120 7922.649384 8922.576904 6973.505020 
16777216 8792.638779 8456.468582 9716.033936 6867.647171 8621.215820 7607.460022 8928.298950 6888.389587 8794.784546 8457.660675 9717.941284 6868.362427 8621.931076 7608.652115 8929.967880 6895.780563 
16777216 8828.639984 8340.358734 10408.401489 7376.432419 8753.061295 7322.311401 9711.265564 7151.365280 8832.454681 8341.789246 10410.070419 7377.862930 8754.730225 7323.026657 9712.934494 7157.564163 
16777216 8277.177811 9442.329407 10457.992554 8787.393570 9208.917618 8622.646332 9680.509567 7718.086243 8279.085159 9446.620941 10460.138321 8788.824081 9210.348129 8624.076843 9682.178497 7719.516754 
16777216 8366.823196 8547.306061 10070.323944 7245.302200 8615.016937 7229.328156 9295.940399 6894.111633 8370.399475 8548.736572 10072.231293 7246.494293 8616.924286 7230.043411 9297.847748 6894.588470 
16777216 8103.370667 8868.694305 10051.727295 8027.076721 8789.300919 8121.728897 9274.959564 7320.404053 8106.231689 8871.078491 10053.873062 8028.268814 8791.208267 8122.682571 9276.628494 7322.311401 
16777216 8527.755737 8312.225342 9989.261627 7319.450378 8525.609970 7403.373718 9225.606918 6922.721863 8531.570435 8313.655853 9990.930557 7320.404053 8527.040482 7404.327393 9227.275848 6923.437119 
16777216 9088.039398 8977.890015 10316.848755 7738.590240 9037.494659 8047.580719 9502.649307 7408.142090 9091.377258 8979.320526 10318.994522 7739.305496 9039.640427 8048.534393 9504.318237 7409.334183 
16777216 7701.635361 8553.504944 9654.521942 7672.786713 8374.452591 7706.165314 8892.297745 6887.435913 7704.973221 8556.365967 9656.429291 7673.978806 8376.359940 7707.357407 8894.205093 6888.389587 
16777216 7799.148560 8767.127991 9803.771973 8040.666580 8548.736572 8011.817932 9068.727493 7084.131241 7802.009583 8768.796921 9805.440903 8041.858673 8550.882339 8013.248444 9070.396423 7085.323334 
16777216 7864.475250 8650.302887 9705.066681 8048.295975 8513.450623 7951.736450 8955.240250 7026.195526 7868.051529 8652.687073 9706.974030 8051.395416 8517.980576 7953.882217 8956.909180 7029.294968 
16777216 11247.158051 10631.561279 13564.586639 8698.940277 10930.299759 9124.994278 11529.684067 8788.585663 11250.495911 10632.991791 13566.732407 8700.132370 10932.445526 9125.709534 11538.982391 8804.798126 
16777216 10133.981705 10757.923126 11102.437973 9278.059006 10422.229767 9618.043900 11144.638062 9142.637253 10137.319565 10759.592056 11103.630066 9278.774261 10424.137115 9618.997574 11146.306992 9143.590927 
16777216 9071.350098 8013.248444 10545.492172 7035.970688 8917.093277 7026.195526 9947.299957 7035.255432 9073.734283 8014.917374 10547.876358 7036.924362 8918.046951 7027.149200 9949.207306 7035.970688 
16777216 12588.500977 8595.943451 10862.350464 7752.180099 10862.827301 7752.656937 10289.669037 7751.703262 12588.977814 8597.612381 10864.496231 7753.133774 10863.780975 7753.610611 10290.622711 7752.656937 
16777216 12224.197388 8705.139160 10925.292969 8166.074753 10521.173477 7791.519165 10520.458221 8447.170258 12226.581573 8706.092834 10926.485062 8166.790009 10522.603989 7792.234421 10521.888733 8448.123932 
16777216 9501.457214 8826.732635 10684.013367 8059.024811 9387.493134 7716.178894 9900.569916 7720.470428 9504.795074 8827.686310 10686.635971 8060.216904 9389.877319 7716.655731 9902.477264 7721.185684 
16777216 11408.090591 9622.573853 11610.746384 8152.723312 10525.465012 8422.851562 10574.340820 8129.835129 11411.905289 9624.719620 11611.938477 8153.676987 10526.657104 8423.328400 10575.294495 8131.027222 
16777216 13805.389404 13947.248459 15545.606613 12915.372849 14034.509659 12873.888016 14682.292938 12459.039688 13808.250427 13949.155807 15547.275543 12901.306152 14036.417007 12874.603271 14683.961868 12459.993362 
16777216 10321.378708 10082.960129 11560.916901 9078.741074 10432.958603 9144.783020 10867.118835 8732.557297 10324.478149 10086.536407 11563.062668 9080.171585 10434.389114 9145.736694 10869.026184 8733.987808 
16777216 8923.768997 10055.780411 11026.620865 8717.775345 9669.542313 9152.412415 10189.771652 8072.614670 8931.636810 10057.926178 11029.005051 8718.729019 9670.734406 9153.366089 10191.202164 8073.568344 
16777216 10782.241821 9696.245193 11240.005493 8548.021317 10770.082474 10387.897491 10883.569717 9550.333023 10786.294937 9697.914124 11240.959167 8548.736572 10771.274567 10389.089584 10884.284973 9551.525116 
16777216 12586.593628 9655.952454 11504.173279 8523.225784 10008.096695 8612.871170 10783.195496 8579.492569 12598.514557 9657.859802 11506.319046 8523.941040 10010.242462 8613.586426 10784.864426 8584.499359 
16777216 11790.990829 7365.226746 11367.797852 7162.809372 11040.449142 7203.817368 10778.665543 7158.517838 11792.182922 7366.895676 11368.751526 7163.286209 11041.402817 7204.771042 10779.619217 7159.233093 
16777216 9552.955627 8641.958237 10419.130325 7863.044739 9007.453918 7879.972458 9670.019150 7472.753525 9560.823441 8643.150330 10421.991348 7863.998413 9010.314941 7880.687714 9672.164917 7473.707199 
16777216 10920.524597 8664.369583 10798.692703 7659.673691 9849.548340 7743.358612 10121.345520 7618.427277 10921.478271 8666.515350 10801.076889 7660.150528 9850.263596 7744.073868 10122.537613 7627.964020 
16777216 16431.093216 8660.078049 10684.490204 7636.785507 11813.402176 7822.513580 9986.877441 7625.341415 16432.046890 8661.746979 10686.874390 7638.216019 11815.071106 7823.467255 9987.592697 7627.248764 
16777216 13374.567032 11489.868164 12859.821320 10439.395905 11585.712433 10482.549667 12051.820755 9934.186935 13376.951218 11490.583420 12861.728668 10440.111160 11588.096619 10483.503342 12053.966522 9935.140610 
16777216 11615.514755 10042.190552 11866.807938 8772.611618 10854.959488 8947.372437 11123.418808 8772.373199 11617.898941 10046.243668 11868.476868 8773.565292 10857.105255 8949.995041 11124.849319 8773.326874 
16777216 10602.712631 9659.290314 11500.358582 8447.170258 10345.935822 8590.698242 10800.123215 8544.921875 10622.501373 9676.456451 11502.265930 8448.123932 10347.604752 8591.890335 10802.030563 8545.637131 
16777216 7663.488388 8611.440659 9597.301483 7723.569870 8430.480957 7839.918137 8858.442307 6878.852844 7664.918900 8614.063263 9599.208832 7724.761963 8432.388306 7841.348648 8859.872818 6880.044937 
16777216 7725.000381 8739.471436 9862.184525 8055.686951 8612.632751 7821.559906 8965.730667 7013.559341 7734.298706 8743.524551 9864.091873 8056.879044 8614.063263 7822.275162 8966.684341 7016.420364 
16777216 7670.640945 8608.102798 9764.671326 8006.334305 8582.115173 7707.595825 8967.876434 7077.455521 7672.309875 8610.963821 9766.817093 8008.003235 8584.022522 7708.787918 8969.545364 7091.045380 
16777216 7802.963257 8565.425873 9537.696838 7772.445679 8363.962173 7802.009583 8801.221848 6855.964661 7806.062698 8568.048477 9540.081024 7773.637772 8365.869522 7802.963257 8802.890778 6856.918335 
16777216 10315.895081 8553.981781 10210.752487 7233.381271 9482.860565 7589.817047 9483.098984 7232.427597 10316.371918 8556.127548 10213.136673 7234.096527 9483.814240 7590.055466 9484.291077 7233.381271 
16777216 13993.024826 10690.927505 12868.404388 10068.655014 12865.543365 10067.939758 12101.650238 10067.462921 13995.885849 10692.119598 12870.788574 10082.960129 12866.973877 10068.416595 12103.080750 10067.939758 
16777216 8757.591248 9162.902832 10122.776031 8476.972580 8960.485458 8410.930634 9583.234787 7398.843765 8759.975433 9164.094925 10125.160217 8484.840393 8962.392807 8412.122726 9584.903717 7453.203201 
16777216 8271.694183 8756.399155 9865.283966 7713.556290 8703.947067 7922.410965 9083.986282 7151.126862 8298.635483 8758.544922 9867.668152 7714.509964 8705.615997 7923.841476 9085.178375 7151.603699 
16777216 8222.103119 9349.346161 10353.565216 8063.316345 9228.944778 8472.681046 9566.545486 7483.959198 8225.679398 9353.160858 10355.472565 8078.813553 9230.613708 8473.634720 9568.214417 7489.919662 
16777216 7947.683334 8672.714233 10030.746460 7789.373398 8569.955826 7766.723633 9048.461914 6986.141205 7950.782776 8675.336838 10032.653809 7790.327072 8571.624756 7767.677307 9050.130844 6986.618042 
16777216 12268.781662 9509.325027 11036.634445 8154.869080 10110.616684 8481.264114 10355.234146 8153.915405 12270.927429 9511.470795 11037.826538 8155.584335 10112.285614 8482.217789 10376.930237 8155.107498 
16777216 9233.474731 9210.586548 10478.734970 8172.035217 9256.601334 8428.573608 9680.747986 7812.500000 9271.383286 9211.778641 10481.357574 8173.227310 9259.223938 8429.527283 9683.132172 7817.745209 
16777216 9016.990662 8355.379105 9947.776794 6978.034973 8842.945099 8038.759232 9235.143661 7453.441620 9020.090103 8357.286453 9949.922562 6978.750229 8843.421936 8039.951324 9237.051010 7454.872131 
16777216 7977.724075 8956.432343 9828.805923 8004.426956 8671.760559 8144.617081 9068.012238 7155.895233 7981.061935 8958.578110 9830.951691 8005.380630 8673.667908 8145.570755 9068.965912 7156.848907 
16777216 7433.652878 8618.354797 9476.900101 7928.371429 8427.143097 7843.255997 8853.435516 6911.754608 7436.990738 8622.407913 9478.807449 7929.563522 8429.050446 7844.686508 8855.104446 6912.946701 
16777216 8952.140808 9159.326553 10492.563248 8180.856705 9133.577347 8153.915405 9627.819061 7496.118546 8955.001831 9160.518646 10494.709015 8182.287216 9135.007858 8155.107498 9629.964828 7496.833801 
16777216 12126.684189 8996.963501 11832.952499 7820.844650 11286.020279 7942.676544 11286.735535 7823.467255 12128.591537 8998.394012 11834.144592 7821.798325 11286.973953 7943.153381 11287.689209 7824.420929 
16777216 11551.618576 9498.119354 11011.123657 7952.451706 10987.997055 8769.035339 10395.288467 8415.699005 11579.751968 9499.073029 11012.315750 7953.405380 10989.189148 8800.983429 10397.434235 8428.573608 
16777216 8776.903152 9133.815765 10520.458221 8184.671402 9258.031845 8066.177368 9759.664536 7645.606995 8779.048920 9137.153625 10522.603989 8186.101913 9260.177612 8066.654205 9761.095047 7646.560669 
16777216 7619.619370 8992.433548 9529.829025 8059.501648 8526.086807 8369.445801 8951.187134 7069.826126 7622.480392 8994.102478 9531.974792 8060.455322 8527.994156 8370.399475 8953.094482 7070.779800 
16777216 9592.771530 8679.151535 10348.796844 7357.835770 9335.994720 7702.350616 9650.945663 7358.312607 9595.155716 8682.966232 10350.942612 7358.551025 9336.709976 7703.304291 9652.137756 7361.888885 
16777216 8363.962173 8973.836899 9981.155396 8294.820786 8870.363235 8232.355118 9245.395660 7379.770279 8368.015289 8975.982666 9983.539581 8296.012878 8872.270584 8233.308792 9246.587753 7380.723953 
16777216 11118.888855 7483.243942 10764.598846 6966.590881 10187.625885 6968.259811 10496.377945 6972.312927 11121.273041 7484.912872 10765.314102 6967.306137 10188.102722 6969.451904 10496.616364 6973.028183 
16777216 12476.682663 8768.796921 12180.566788 8093.595505 11307.239532 8094.787598 11379.957199 8093.357086 12478.351593 8769.512177 12182.474136 8094.072342 11307.716370 8095.502853 11380.434036 8093.833923 
16777216 8375.883102 9243.249893 10346.412659 8548.974991 9135.484695 8441.209793 9640.932083 7604.598999 8379.459381 9245.872498 10349.035263 8550.167084 9137.630463 8443.117142 9642.839432 7605.314255 
16777216 7764.101028 8650.779724 9721.755981 7915.258408 8480.787277 7851.362228 8954.286575 6980.419159 7767.438889 8653.402328 9723.663330 7916.450500 8482.694626 7852.077484 8956.670761 6981.372833 
16777216 8921.861649 9407.997131 10713.338852 8502.721786 9379.863739 8430.004120 9863.615036 7826.805115 8925.676346 9410.381317 10715.246201 8503.675461 9381.532669 8431.673050 9865.760803 7827.997208 
16777216 11108.160019 9556.531906 10715.007782 7920.980453 9697.675705 8727.550507 10059.118271 7918.119431 11109.828949 9572.505951 10716.915131 7921.934128 9698.629379 8728.504181 10060.310364 7919.311523 
16777216 10418.891907 9749.174118 12142.419815 8732.318878 10384.798050 8775.472641 11525.630951 8732.080460 10421.991348 9751.319885 12144.804001 8733.034134 10386.705399 8776.664734 11527.299881 8736.371994 
16777216 8783.578873 8632.898331 10193.824768 8676.052094 9179.115295 8573.055267 9354.114532 8051.395416 8785.724640 8635.044098 10195.732117 8677.244186 9181.022644 8574.724197 9354.829788 8052.587509 
16777216 9513.378143 10397.911072 11633.634567 8520.841599 10099.649429 9538.173676 10525.941849 7955.074310 9515.047073 10400.772095 11636.018753 8521.795273 10101.318359 9539.604187 10527.372360 7955.789566 
16777216 10040.283203 10039.329529 11142.492294 9435.176849 9910.345078 8909.225464 10497.808456 8168.220520 10043.859482 10040.283203 11144.399643 9436.368942 9912.490845 8920.669556 10499.238968 8178.710938 
16777216 8296.728134 8587.598801 9661.197662 7427.453995 8524.417877 7810.115814 8941.650391 6958.961487 8300.065994 8589.029312 9663.581848 7428.407669 8526.325226 7811.546326 8943.080902 6970.882416 
16777216 9870.529175 9536.027908 11008.739471 7981.777191 9335.994720 8485.078812 9645.462036 7554.769516 9895.563126 9537.696838 11009.931564 7983.207703 9337.425232 8486.032486 9646.654129 7555.484772 
16777216 12967.586517 8819.103241 11235.952377 7575.750351 9270.191193 7790.803909 9839.773178 7477.998734 12968.540192 8820.533752 11237.859726 7576.704025 9272.336960 7792.234421 9841.442108 7479.667664 
16777216 13430.595398 7683.277130 12096.881866 7466.316223 13211.250305 7431.268692 12176.036835 7463.932037 13433.218002 7684.469223 12098.073959 7467.031479 13213.634491 7431.745529 12177.467346 7465.362549 
