#size	rtt
1	21.489759
1	17.072266
1	19.520838
1	17.785129
1	16.559391
1	20.137900
1	16.832279
1	17.143552
1	17.153229
1	16.670030
1	19.020543
1	16.782605
1	16.793572
1	17.398699
1	16.935177
1	19.068605
1	20.119514
1	16.894534
1	16.369079
1	16.052968
1	18.034147
1	18.139302
1	16.745187
1	16.948079
1	17.745776
1	19.007963
1	17.324187
1	17.050009
1	16.696158
1	16.619388
1	17.752227
1	16.256505
1	17.055815
1	17.279028
1	16.188444
1	18.188332
1	17.457728
1	17.955442
1	18.057694
1	17.270642
1	16.713899
1	17.104199
1	17.134843
1	18.333808
1	28.134224
1	17.753195
1	16.283600
1	19.608252
1	16.906146
1	16.728414
1	16.308760
1	19.660830
1	16.265859
1	18.412190
1	17.644814
1	17.546110
1	16.976465
1	16.936144
1	16.726479
1	15.687827
1	17.471276
1	16.999689
1	16.559391
1	19.585673
1	17.307091
1	16.582938
1	16.743574
1	17.148713
1	16.621001
1	16.053613
1	16.945176
1	16.341016
1	17.176776
1	17.882220
1	15.895558
1	17.370313
1	17.359991
1	18.359290
1	16.102643
1	17.687392
1	18.006407
1	17.291931
1	17.916089
1	18.200589
1	16.738091
1	17.209355
1	16.930983
1	16.078451
1	16.875825
1	16.297793
1	16.926145
1	18.255748
1	16.817764
1	16.732607
1	17.296124
1	15.999745
1	16.440366
1	16.300374
1	17.405150
1	17.493210
1	16.571004
1	17.139359
1	16.745510
1	16.742284
1	16.193283
1	16.074902
1	16.832602
1	16.989367
1	17.786097
1	15.891042
1	17.630621
1	16.366499
1	16.443591
1	16.778089
1	16.151350
1	16.564552
1	16.621646
1	18.161237
1	17.103232
1	16.684546
1	17.117102
1	17.041622
1	17.287737
1	16.615195
1	17.250643
1	17.297092
1	16.166833
1	16.472945
1	15.802337
1	16.985496
1	17.376120
1	18.775073
1	17.073878
1	16.377789
1	16.690352
1	17.215161
1	15.338815
1	17.225483
1	16.470041
1	16.482621
1	15.888139
1	17.093232
1	16.552617
1	16.067806
1	18.706367
1	16.510362
1	16.997109
1	16.955821
1	16.000068
1	16.863568
1	19.307624
1	16.357790
1	16.051033
1	17.590301
1	15.994907
1	16.742607
1	19.178921
1	17.096458
1	16.927113
1	17.374507
1	16.772283
1	19.037639
1	16.623259
1	17.653846
1	18.452511
1	17.394506
1	16.379724
1	16.382304
1	16.515200
1	15.969424
1	16.787443
1	17.774162
1	16.158446
1	17.655459
1	16.685836
1	16.813893
1	16.126835
1	16.922597
1	16.903243
1	16.746478
1	15.851689
1	16.893889
1	17.141939
1	17.203226
1	17.581914
1	16.039098
1	16.930338
1	16.320372
1	16.327469
1	15.829432
1	16.817764
1	17.770291
1	16.119416
1	18.066726
1	17.515467
1	16.248118
1	18.815716
1	17.765130
1	16.861955
1	15.920718
1	16.578422
1	15.788789
1	15.887816
1	17.050331
1	19.711150
1	16.517458
1	16.870987
1	16.779379
1	16.450365
1	17.310962
1	16.350693
1	16.359080
1	17.872866
1	16.903888
1	20.490783
1	17.061299
1	17.429665
1	20.499492
1	17.186453
1	19.060541
1	16.156511
1	16.878728
1	17.544820
1	16.421657
1	18.993448
1	17.345476
1	17.366765
1	17.616751
1	17.625138
1	18.008342
1	18.218975
1	16.395207
1	17.603204
1	16.841956
1	17.675780
1	16.963240
1	19.843723
1	17.475146
1	17.002915
1	16.792604
1	16.955821
1	16.432624
1	16.231668
1	17.287415
1	16.351984
1	19.280851
1	18.413158
1	18.155753
1	17.404505
1	17.168712
1	18.164140
1	15.981359
1	17.266771
1	16.847762
1	23.123861
1	20.529491
1	15.813627
1	17.400312
1	16.571649
1	17.725132
1	16.458429
1	19.380523
1	16.538425
1	16.830344
1	16.229087
1	18.284778
1	17.718358
1	16.844537
1	16.604873
1	16.112965
1	16.840666
1	17.546110
1	16.641322
1	16.914855
1	17.195162
1	16.148124
1	16.770670
1	17.652878
1	16.111352
1	16.207476
1	18.931193
1	16.834860
1	15.979424
1	16.907114
1	16.141350
1	16.520684
1	18.637339
1	15.988778
1	16.967110
1	17.612558
1	18.416706
1	17.186775
1	18.145754
1	18.763461
1	16.535199
1	17.319349
1	16.213927
1	16.508749
1	17.054525
1	15.882010
1	17.182259
1	15.957812
1	16.933886
1	18.171881
1	16.293600
1	16.843891
1	16.624226
1	16.740026
1	17.933185
1	16.694868
1	16.296503
1	17.997052
1	17.180002
1	16.938080
1	18.316712
1	17.620945
1	16.685836
1	18.094466
1	18.856681
1	17.404828
1	18.942806
1	17.760937
1	22.377129
1	16.614872
1	16.210701
1	15.546222
1	16.599389
1	18.067048
1	16.299083
1	16.813248
1	16.717769
1	19.097313
1	18.678304
1	18.424770
1	15.787822
1	17.292576
1	17.941894
1	16.852923
1	16.594228
1	15.802015
1	16.398433
1	16.743574
1	17.922863
1	16.086837
1	17.614816
1	19.688893
1	16.435527
1	16.685513
1	16.990012
1	16.420367
1	17.105490
1	17.878995
1	16.634871
1	17.015817
1	17.160003
1	17.875446
1	16.605518
1	18.055114
1	17.641266
1	17.349669
1	19.633412
1	16.930661
1	17.126779
1	17.775452
1	16.556811
1	15.958780
1	16.962917
1	16.830989
1	17.752873
1	16.895824
1	18.027051
1	16.721318
1	17.290318
1	16.379724
1	18.317034
1	16.830344
1	16.254247
1	16.239087
1	15.566544
1	17.968344
1	17.736422
1	18.106401
1	17.273867
1	15.513321
1	16.399078
1	16.611324
1	16.472945
1	16.117803
1	17.641911
1	16.744865
1	16.150059
1	16.174252
1	16.332630
1	16.239409
1	17.703521
1	16.222959
1	17.303543
1	17.736099
1	17.033558
1	16.501007
1	16.811313
1	16.350371
1	16.716157
1	16.855504
1	16.746155
1	15.975876
1	16.597776
1	16.591648
1	16.424560
1	16.990335
1	17.449986
1	16.337146
1	16.895824
1	16.225539
1	17.568689
1	18.700239
1	17.023559
1	17.254191
