#size	rtt
1	22.725791
1	19.094929
1	15.344715
1	16.075984
1	15.705995
1	16.042437
1	16.630162
1	17.799483
1	15.819540
1	16.394040
1	16.286946
1	15.316651
1	17.262079
1	15.803734
1	14.814085
1	17.945930
1	19.669106
1	17.881093
1	17.544974
1	15.696318
1	16.418878
1	17.779483
1	17.398526
1	15.679867
1	16.897573
1	16.602743
1	17.276595
1	20.019741
1	17.225306
1	16.565002
1	15.450519
1	16.766609
1	15.630513
1	15.738252
1	16.681773
1	15.767606
1	16.299849
1	17.077891
1	17.268208
1	15.567612
1	17.922382
1	16.223077
1	16.125660
1	16.937895
1	16.798866
1	17.198532
1	19.526529
1	17.039505
1	16.189852
1	18.063991
1	15.948569
1	17.261111
1	16.013083
1	16.775964
1	17.006925
1	16.115015
1	16.840156
1	16.095016
1	16.380169
1	15.840830
1	16.411781
1	17.829159
1	15.912763
1	16.722740
1	16.161466
1	16.508552
1	17.928188
1	16.470166
1	18.232051
1	16.347589
1	17.519813
1	16.729514
1	16.218238
1	16.003406
1	16.759513
1	18.116893
1	15.183430
1	17.971736
1	17.044666
1	17.949156
1	18.261727
1	16.341138
1	16.664354
1	16.752416
1	19.902325
1	26.046985
1	17.304658
1	18.076571
1	16.408555
1	16.659516
1	16.152434
1	16.770158
1	17.127889
1	16.699192
1	17.031763
1	15.570515
1	17.842707
1	17.118857
1	16.604679
1	16.521455
1	16.834672
1	15.980503
1	28.598846
1	16.279849
1	16.755964
1	16.374363
1	15.834701
1	17.302723
1	15.592772
1	16.980152
1	16.278236
1	17.379495
1	16.921766
1	17.971090
1	15.824056
1	16.168240
1	16.779190
1	16.265979
1	15.564064
1	17.207564
1	16.950152
1	16.151466
1	18.703005
1	17.180146
1	16.945636
1	18.118828
1	17.359495
1	16.760803
1	16.422103
1	16.166304
1	15.924698
1	21.005518
1	16.218883
1	15.925343
1	16.712417
1	19.250731
1	16.934669
1	17.200790
1	16.037921
1	18.068507
1	18.307855
1	18.005283
1	15.768574
1	15.426648
1	17.386269
1	16.780802
1	15.923085
1	17.496588
1	16.521133
1	16.275333
1	17.694969
1	16.524681
1	16.437909
1	17.118535
1	20.255218
1	15.724704
1	17.190468
1	16.057275
1	15.367618
1	16.640807
1	17.096922
1	15.788573
1	17.391107
1	16.532423
1	17.014021
1	16.967894
1	15.757284
1	16.367911
1	17.664648
1	15.898247
