#size	rtt
16	54.191521
16	50.994011
16	50.641642
16	50.655473
16	50.957975
16	56.092155
16	53.051025
16	49.435433
16	53.615420
16	50.278619
16	52.539975
16	50.357916
16	54.246824
16	58.421579
16	51.259502
16	53.414741
16	52.556930
16	54.175686
16	52.151221
16	47.749969
16	50.852141
16	50.558718
16	52.344789
16	50.135861
16	48.683536
16	50.248792
16	48.991256
16	49.580862
16	49.160537
16	51.638067
16	49.728990
16	52.392219
16	51.359800
16	51.823687
16	51.173431
16	49.106703
16	51.625522
16	50.459589
16	56.284876
16	55.229803
16	51.745479
16	59.187901
16	51.147737
16	56.029887
16	54.836666
16	58.332868
16	55.077868
16	49.807358
16	49.409111
16	47.336906
16	56.528474
16	50.442714
16	55.003668
16	58.751692
16	59.370509
16	53.411813
16	51.202264
16	50.377147
16	49.387035
16	55.291498
16	51.091533
16	55.288779
16	50.044279
16	60.580610
16	57.182757
16	50.933725
16	52.171258
16	52.276078
16	50.599206
16	51.250035
16	51.818304
16	49.910167
16	52.200907
16	52.709251
16	57.716193
16	48.827785
16	52.554391
16	55.200276
16	58.581434
16	48.177155
16	56.784846
16	54.063558
16	47.509070
16	51.699707
16	51.304801
16	51.213232
16	53.189830
16	52.318845
16	52.675725
16	55.680857
16	54.587418
16	49.319298
16	52.177319
16	46.748750
16	52.224171
16	49.723376
16	50.734334
16	49.597931
16	55.111618
16	50.982567
16	50.551949
16	59.590313
16	51.133820
16	47.120056
16	56.421155
16	48.253101
16	48.885560
16	51.172815
16	50.580697
16	51.912877
16	48.074405
16	50.824258
16	51.817848
16	46.948255
16	52.537940
16	52.945544
16	56.394999
16	57.113786
16	54.457951
16	53.014014
16	52.851996
16	51.319252
16	54.535762
16	51.160919
16	52.399456
16	49.872930
16	52.216882
16	46.702491
16	50.453688
16	46.578859
16	53.698593
16	48.324872
16	50.986604
16	51.150354
16	45.859263
16	52.757913
16	49.161201
16	51.310479
16	51.026611
16	46.578704
16	47.049602
16	48.772715
16	54.600084
16	53.252958
16	51.478125
16	46.136637
16	51.971934
16	53.680350
16	46.891470
16	52.752230
16	51.308219
16	46.920958
16	46.499200
16	59.624531
16	51.154599
16	54.090560
16	48.446080
16	56.523272
16	51.994076
16	52.929243
16	46.717774
16	44.574218
16	51.989605
16	47.862960
16	46.000703
16	53.796919
16	44.998746
16	51.451979
