#size	rtt
4	28.044891
4	45.653668
4	51.714969
4	28.239679
4	25.654866
4	26.369383
4	32.844964
4	27.111030
4	35.754807
4	39.361397
4	27.775549
4	37.407285
4	26.975172
4	26.068347
4	31.192708
4	46.239268
4	29.594720
4	25.701665
4	26.155020
4	30.093537
4	30.003170
4	26.967070
4	36.676906
4	48.382696
4	29.114621
4	26.571410
4	43.441524
4	31.006440
4	33.084412
4	27.262899
4	33.850116
4	26.153761
4	28.043438
4	26.426390
4	27.299125
4	25.412321
4	28.593960
4	45.324300
4	23.696840
4	24.915634
4	26.404280
4	28.399235
4	26.803299
4	28.419205
4	26.937263
4	31.319192
4	25.911335
4	29.194870
4	26.871628
4	28.900329
4	29.967642
4	24.250060
4	30.953360
4	28.324423
4	31.344317
4	29.395966
4	28.381830
4	28.515113
4	25.190879
4	31.338002
4	29.174698
4	28.715678
4	26.568731
4	30.664446
4	27.928057
4	27.305156
4	28.405589
4	28.070212
4	26.234467
4	27.179563
4	26.297194
4	25.641790
4	27.121926
4	28.840690
4	30.480609
4	29.435336
4	27.722095
4	31.023415
4	28.531846
4	29.119280
4	28.977632
4	26.555622
4	27.709878
4	28.309211
4	27.352348
4	28.267402
4	25.424982
4	25.838806
4	26.023783
4	26.047547
4	25.820408
4	26.113908
4	29.135733
4	25.036659
4	28.946711
4	27.721552
4	25.593768
4	25.371863
4	27.510734
4	25.686950
4	28.925350
4	27.380017
4	24.814133
4	26.006899
4	26.613516
4	26.512418
4	26.410592
4	27.266800
4	24.386899
4	25.907927
4	30.024414
4	26.849785
4	26.045524
4	26.150130
4	26.929597
4	29.238414
4	26.589427
4	27.946716
4	28.403154
4	28.973850
4	30.284050
4	28.278590
4	26.556932
4	26.392459
4	32.031108
4	27.726191
4	23.508232
4	32.879912
4	29.396240
4	38.833468
4	28.955743
4	27.534826
4	25.190050
4	29.061874
4	30.174389
4	27.844699
4	25.900641
4	24.594036
4	28.193898
4	26.339410
4	27.780055
4	27.870607
4	31.764352
4	28.573516
4	30.348131
4	28.590272
4	25.404656
4	26.138307
4	27.852953
4	26.207691
4	27.996430
4	26.479844
4	29.931641
4	25.449186
4	28.505114
4	24.224775
4	28.944059
4	27.415833
4	29.070611
4	40.279799
4	27.606057
4	26.667069
4	23.961146
4	27.634177
4	27.716859
4	28.222220
4	26.467904
4	31.260487
4	28.161858
4	25.601538
4	25.195386
4	27.406766
4	27.691207
4	29.120000
4	24.765983
4	29.195398
4	25.077791
4	33.981381
4	28.426341
4	25.586690
4	25.357484
4	26.983949
4	26.299929
4	25.917141
4	28.461918
4	27.442654
4	24.295264
4	25.253788
4	30.099530
4	29.072072
4	27.680707
4	27.847337
4	26.348608
4	37.981829
4	29.158913
4	28.399235
4	26.918579
4	41.397134
4	27.030333
4	28.912124
4	28.434629
4	24.613639
4	22.940972
4	29.698154
4	31.005065
4	32.868011
4	23.542401
4	25.886775
4	26.725503
4	29.661853
4	24.555119
4	31.415353
4	26.185524
4	28.962698
4	31.006817
4	26.144350
4	26.551073
4	29.934825
4	30.808326
4	30.874904
4	27.474888
4	26.204064
4	28.517371
4	26.637091
4	26.351624
4	29.456804
4	28.000536
4	27.570360
4	25.680813
4	29.524548
4	28.762186
4	29.797751
4	31.786661
4	30.342482
4	29.914280
4	27.388002
4	26.835818
4	28.403523
4	30.330391
4	28.316493
4	26.841341
4	29.026766
4	30.179424
4	24.822111
4	25.221135
4	30.806967
4	27.199514
4	28.508700
4	32.221889
4	26.321872
4	32.156274
4	23.513679
4	25.436057
4	31.564028
4	24.448536
4	28.433181
4	27.146885
4	25.525751
4	24.152394
4	32.259173
4	27.741592
4	24.619174
4	33.616324
4	25.851447
4	26.841773
4	25.525422
4	27.439226
4	26.585257
4	27.241172
4	32.648233
4	26.003590
4	28.700619
4	26.460900
4	26.263581
4	28.116017
4	27.956101
4	25.062759
4	28.343537
4	27.282254
4	25.593144
4	28.277504
4	28.876361
4	27.090648
4	30.376911
4	27.055390
4	26.219066
4	24.698260
4	28.573666
4	27.054755
4	25.333993
4	27.004992
4	27.813403
4	27.111528
4	22.353933
4	26.721629
4	29.870011
4	24.124256
4	30.150501
4	27.837753
4	26.428328
4	26.282571
4	26.847130
4	29.070993
4	32.661420
4	27.913450
4	25.763275
4	25.888162
4	24.055681
4	24.886533
4	27.822880
4	24.905608
4	30.393111
4	24.295202
4	28.965038
4	27.402241
4	22.921442
4	25.628909
4	26.456247
4	29.582598
4	29.390043
4	24.293733
4	25.872627
4	30.855998
4	26.363512
