,Noise,Type,Collective,Provider,Instance Type,Nodes,Scenario,Time (us),Message Size
620,os,Simulated,binomialtreebcast,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,16.261284,16384
621,net,Simulated,binomialtreebcast,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,17.829736,16384
622,os+net,Simulated,binomialtreebcast,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,17.829736,16384
623,none,Simulated,nwaydissemination,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,65.413284,16384
624,os,Simulated,nwaydissemination,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,71.121752,16384
625,net,Simulated,nwaydissemination,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,66.394946,16384
626,os+net,Simulated,nwaydissemination,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,81.683981,16384
627,os,Simulated,nwaydissemination,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,69.751324,16384
628,net,Simulated,nwaydissemination,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,66.394946,16384
629,os+net,Simulated,nwaydissemination,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,70.966346,16384
630,none,Simulated,pipelinedring,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,43.664016,16384
631,os,Simulated,pipelinedring,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,60.654854,16384
632,net,Simulated,pipelinedring,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,57.634242,16384
633,os+net,Simulated,pipelinedring,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,55.482904,16384
634,os,Simulated,pipelinedring,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,43.664016,16384
635,net,Simulated,pipelinedring,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,45.697534,16384
636,os+net,Simulated,pipelinedring,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,54.703358,16384
637,none,Simulated,linear_alltoall,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,37.519815,16384
638,os,Simulated,linear_alltoall,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,47.175763,16384
639,net,Simulated,linear_alltoall,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,38.514118,16384
640,os+net,Simulated,linear_alltoall,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,44.564238,16384
641,os,Simulated,linear_alltoall,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,43.583472,16384
642,net,Simulated,linear_alltoall,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,38.524925,16384
643,os+net,Simulated,linear_alltoall,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,41.608718,16384
644,none,Simulated,binomialtreebcast,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,5849.03082,16777216
645,os,Simulated,binomialtreebcast,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,5849.03082,16777216
646,net,Simulated,binomialtreebcast,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,5962.592085,16777216
647,os+net,Simulated,binomialtreebcast,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,5814.480508,16777216
648,os,Simulated,binomialtreebcast,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,5849.03082,16777216
649,net,Simulated,binomialtreebcast,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,5814.480508,16777216
650,os+net,Simulated,binomialtreebcast,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,5814.480508,16777216
651,none,Simulated,nwaydissemination,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,56180.67882,16777216
652,os,Simulated,nwaydissemination,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,56962.956249,16777216
653,net,Simulated,nwaydissemination,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,56397.642998,16777216
654,os+net,Simulated,nwaydissemination,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,56975.378533,16777216
655,os,Simulated,nwaydissemination,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,56997.395497,16777216
656,net,Simulated,nwaydissemination,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,56397.642998,16777216
657,os+net,Simulated,nwaydissemination,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,57608.662441,16777216
658,none,Simulated,pipelinedring,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,1501.8564,16777216
659,os,Simulated,pipelinedring,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,1503.262869,16777216
660,net,Simulated,pipelinedring,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,1972.222453,16777216
661,os+net,Simulated,pipelinedring,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,2051.469591,16777216
662,os,Simulated,pipelinedring,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,1514.18053,16777216
663,net,Simulated,pipelinedring,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,1870.5592,16777216
664,os+net,Simulated,pipelinedring,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,1885.091706,16777216
665,none,Simulated,linear_alltoall,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,21933.865575,16777216
666,os,Simulated,linear_alltoall,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,21950.049892,16777216
667,net,Simulated,linear_alltoall,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,31005.386562,16777216
668,os+net,Simulated,linear_alltoall,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,30629.935915,16777216
669,os,Simulated,linear_alltoall,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,21938.864133,16777216
670,net,Simulated,linear_alltoall,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,30462.043677,16777216
671,os+net,Simulated,linear_alltoall,Azure,Normal,16,../../cloud_noise_data/azure_F72s_v2_short/2022_03_28_17_31_51,30462.043677,16777216
672,none,Simulated,binomialtreebcast,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,4136.5316,16777216
673,os,Simulated,binomialtreebcast,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,4136.5316,16777216
674,net,Simulated,binomialtreebcast,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,4305.45163,16777216
675,os+net,Simulated,binomialtreebcast,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,4185.832636,16777216
676,os,Simulated,binomialtreebcast,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,4136.5316,16777216
677,net,Simulated,binomialtreebcast,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,4211.606101,16777216
678,os+net,Simulated,binomialtreebcast,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,4055.274384,16777216
679,none,Simulated,nwaydissemination,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,20913.7476,16777216
680,os,Simulated,nwaydissemination,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,20961.90758,16777216
681,net,Simulated,nwaydissemination,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,20887.372234,16777216
682,os+net,Simulated,nwaydissemination,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,20929.512463,16777216
683,os,Simulated,nwaydissemination,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,20995.76516,16777216
684,net,Simulated,nwaydissemination,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,21099.073435,16777216
685,os+net,Simulated,nwaydissemination,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,21469.279336,16777216
686,none,Simulated,pipelinedring,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,2233.26544,16777216
687,os,Simulated,pipelinedring,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,2233.26544,16777216
688,net,Simulated,pipelinedring,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,2203.102388,16777216
689,os+net,Simulated,pipelinedring,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,2794.502802,16777216
690,os,Simulated,pipelinedring,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,2233.26544,16777216
691,net,Simulated,pipelinedring,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,2291.434492,16777216
692,os+net,Simulated,pipelinedring,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,2287.69205,16777216
693,none,Simulated,linear_alltoall,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,6204.7974,16777216
694,os,Simulated,linear_alltoall,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,6204.7974,16777216
695,net,Simulated,linear_alltoall,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,8324.194461,16777216
696,os+net,Simulated,linear_alltoall,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,6234.269595,16777216
697,os,Simulated,linear_alltoall,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,6204.7974,16777216
698,net,Simulated,linear_alltoall,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,6128.317872,16777216
699,os+net,Simulated,linear_alltoall,GCP,HPC,4,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,8934.427323,16777216
700,none,Simulated,binomialtreebcast,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,6204.7974,16777216
701,os,Simulated,binomialtreebcast,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,6204.7974,16777216
702,net,Simulated,binomialtreebcast,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,6699.319878,16777216
703,os+net,Simulated,binomialtreebcast,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,6197.159859,16777216
704,os,Simulated,binomialtreebcast,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,6204.7974,16777216
705,net,Simulated,binomialtreebcast,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,6234.330002,16777216
706,os+net,Simulated,binomialtreebcast,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,6257.775505,16777216
707,none,Simulated,nwaydissemination,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,39759.2294,16777216
708,os,Simulated,nwaydissemination,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,39870.56973,16777216
709,net,Simulated,nwaydissemination,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,39911.389816,16777216
710,os+net,Simulated,nwaydissemination,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,40822.611185,16777216
711,os,Simulated,nwaydissemination,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,39873.43161,16777216
712,net,Simulated,nwaydissemination,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,40100.699269,16777216
713,os+net,Simulated,nwaydissemination,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,40176.80914,16777216
714,none,Simulated,pipelinedring,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,2453.26496,16777216
715,os,Simulated,pipelinedring,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,2464.2325,16777216
716,net,Simulated,pipelinedring,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,2767.649028,16777216
717,os+net,Simulated,pipelinedring,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,2505.365962,16777216
718,os,Simulated,pipelinedring,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,2454.756054,16777216
719,net,Simulated,pipelinedring,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,2507.079297,16777216
720,os+net,Simulated,pipelinedring,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,2503.85862,16777216
721,none,Simulated,linear_alltoall,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,14477.8606,16777216
722,os,Simulated,linear_alltoall,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,14477.8606,16777216
723,net,Simulated,linear_alltoall,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,16836.701985,16777216
724,os+net,Simulated,linear_alltoall,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,18982.829706,16777216
725,os,Simulated,linear_alltoall,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,14477.8606,16777216
726,net,Simulated,linear_alltoall,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,20636.500187,16777216
727,os+net,Simulated,linear_alltoall,GCP,HPC,8,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,19200.780987,16777216
728,none,Simulated,binomialtreebcast,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,8273.0632,16777216
729,os,Simulated,binomialtreebcast,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,8273.0632,16777216
730,net,Simulated,binomialtreebcast,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,9134.153663,16777216
731,os+net,Simulated,binomialtreebcast,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,8135.565867,16777216
732,os,Simulated,binomialtreebcast,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,8273.0632,16777216
733,net,Simulated,binomialtreebcast,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,8548.23889,16777216
734,os+net,Simulated,binomialtreebcast,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,8759.392051,16777216
735,none,Simulated,nwaydissemination,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,58604.7112,16777216
736,os,Simulated,nwaydissemination,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,58804.50482,16777216
737,net,Simulated,nwaydissemination,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,59160.282091,16777216
738,os+net,Simulated,nwaydissemination,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,59163.378728,16777216
739,os,Simulated,nwaydissemination,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,58861.79532,16777216
740,net,Simulated,nwaydissemination,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,59230.612692,16777216
741,os+net,Simulated,nwaydissemination,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,59450.620622,16777216
742,none,Simulated,pipelinedring,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,2893.264,16777216
743,os,Simulated,pipelinedring,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,2893.264,16777216
744,net,Simulated,pipelinedring,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,2960.905878,16777216
745,os+net,Simulated,pipelinedring,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,3048.417534,16777216
746,os,Simulated,pipelinedring,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,2893.582077,16777216
747,net,Simulated,pipelinedring,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,2979.88807,16777216
748,os+net,Simulated,pipelinedring,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,3018.81742,16777216
749,none,Simulated,linear_alltoall,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,31023.987,16777216
750,os,Simulated,linear_alltoall,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,31028.545096,16777216
751,net,Simulated,linear_alltoall,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,40568.458396,16777216
752,os+net,Simulated,linear_alltoall,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,43872.112792,16777216
753,os,Simulated,linear_alltoall,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,31023.987,16777216
754,net,Simulated,linear_alltoall,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,41074.228045,16777216
755,os+net,Simulated,linear_alltoall,GCP,HPC,16,../../cloud_noise_data/gcp_c2-standard-60_cluster/2022_03_28_22_00_00,41894.318926,16777216
756,none,Simulated,binomialtreebcast,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,4136.5316,16777216
757,os,Simulated,binomialtreebcast,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,4136.5316,16777216
758,net,Simulated,binomialtreebcast,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,4301.218827,16777216
759,os+net,Simulated,binomialtreebcast,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,4085.2981,16777216
760,os,Simulated,binomialtreebcast,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,4136.5316,16777216
761,net,Simulated,binomialtreebcast,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,3956.339081,16777216
762,os+net,Simulated,binomialtreebcast,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,4471.193018,16777216
763,none,Simulated,nwaydissemination,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,20913.7476,16777216
764,os,Simulated,nwaydissemination,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,21023.41949,16777216
765,net,Simulated,nwaydissemination,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,21130.968514,16777216
766,os+net,Simulated,nwaydissemination,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,21160.848068,16777216
767,os,Simulated,nwaydissemination,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,20987.41815,16777216
768,net,Simulated,nwaydissemination,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,21000.681048,16777216
769,os+net,Simulated,nwaydissemination,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,21169.880861,16777216
770,none,Simulated,pipelinedring,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,2233.26544,16777216
771,os,Simulated,pipelinedring,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,2233.26544,16777216
772,net,Simulated,pipelinedring,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,2255.182357,16777216
773,os+net,Simulated,pipelinedring,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,2748.787149,16777216
774,os,Simulated,pipelinedring,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,2368.006794,16777216
775,net,Simulated,pipelinedring,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,2336.648339,16777216
776,os+net,Simulated,pipelinedring,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,2328.121495,16777216
777,none,Simulated,linear_alltoall,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,6204.7974,16777216
778,os,Simulated,linear_alltoall,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,6204.7974,16777216
779,net,Simulated,linear_alltoall,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,8670.439082,16777216
780,os+net,Simulated,linear_alltoall,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,8558.79345,16777216
781,os,Simulated,linear_alltoall,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,6204.7974,16777216
782,net,Simulated,linear_alltoall,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,7929.620841,16777216
783,os+net,Simulated,linear_alltoall,GCP,Normal,4,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,6514.597595,16777216
784,none,Simulated,binomialtreebcast,GCP,Normal,8,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,6204.7974,16777216
785,os,Simulated,binomialtreebcast,GCP,Normal,8,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,6204.7974,16777216
786,net,Simulated,binomialtreebcast,GCP,Normal,8,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,6491.960333,16777216
787,os+net,Simulated,binomialtreebcast,GCP,Normal,8,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,6518.072994,16777216
788,os,Simulated,binomialtreebcast,GCP,Normal,8,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,6204.7974,16777216
789,net,Simulated,binomialtreebcast,GCP,Normal,8,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,6670.815116,16777216
790,os+net,Simulated,binomialtreebcast,GCP,Normal,8,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,6568.385666,16777216
791,none,Simulated,nwaydissemination,GCP,Normal,8,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,39759.2294,16777216
792,os,Simulated,nwaydissemination,GCP,Normal,8,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,39984.11505,16777216
793,net,Simulated,nwaydissemination,GCP,Normal,8,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,40101.963707,16777216
794,os+net,Simulated,nwaydissemination,GCP,Normal,8,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,40296.851773,16777216
795,os,Simulated,nwaydissemination,GCP,Normal,8,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,39905.85655,16777216
796,net,Simulated,nwaydissemination,GCP,Normal,8,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,40465.06838,16777216
797,os+net,Simulated,nwaydissemination,GCP,Normal,8,../../cloud_noise_data/gcp_c2-standard-60_colloc_notier-nogvnic/2022_03_31_09_52_47,40297.36102,16777216
