,Noise,Type,Collective,Provider,Instance Type,Nodes,Scenario,Time (us),Message Size
181,net,Simulated,nwaydissemination,AWS,HPC (Metal),16,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,139.844325,16
182,os+net,Simulated,nwaydissemination,AWS,HPC (Metal),16,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,136.422512,16
183,none,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.4193,16
184,os,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.4193,16
185,net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,73.114685,16
186,os+net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,69.816143,16
187,os,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.4193,16
188,net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,73.126098,16
189,os+net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,65.708849,16
190,os,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.4193,16
191,net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,65.708849,16
192,os+net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,71.511375,16
193,os,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.4193,16
194,net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,78.55294,16
195,os+net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,76.138197,16
196,os,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.4193,16
197,net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,76.138197,16
198,os+net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,73.269368,16
199,os,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.4193,16
200,net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,75.574845,16
201,os+net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,75.574845,16
202,os,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.4193,16
203,net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,70.10488,16
204,os+net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,80.683689,16
205,os,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.4193,16
206,net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,75.391588,16
207,os+net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,75.391588,16
208,os,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.4193,16
209,net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,76.02075,16
210,os+net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,92.80067,16
211,os,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.4193,16
212,net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,66.733627,16
213,os+net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,66.733627,16
214,os,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,77.38476,16
215,net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.984995,16
216,os+net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,77.200196,16
217,os,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.4193,16
218,net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,73.282552,16
219,os+net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,73.282552,16
220,os,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.4193,16
221,net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,76.342852,16
222,os+net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,76.163585,16
223,os,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.4193,16
224,net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,72.658127,16
225,os+net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,80.572282,16
226,os,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.4193,16
227,net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,80.572282,16
228,os+net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,73.350653,16
229,os,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.4193,16
230,net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,78.412602,16
231,os+net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,78.412602,16
232,os,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.4193,16
233,net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,72.25441,16
234,os+net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,72.941459,16
235,os,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.4193,16
236,net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.429412,16
237,os+net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.429412,16
238,os,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.4193,16
239,net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,73.266568,16
240,os+net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,75.336438,16
241,os,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.4193,16
242,net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,67.659305,16
243,os+net,Simulated,nwaydissemination,AWS,Normal,4,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,70.586257,16
244,none,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,101.13695,16
245,os,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,105.140163,16
246,net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,111.108727,16
247,os+net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,127.620446,16
248,os,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,103.50075,16
249,net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,116.969264,16
250,os+net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,116.361239,16
251,os,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,101.13695,16
252,net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,116.361239,16
253,os+net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,116.64206,16
254,os,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,101.13695,16
255,net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,104.666652,16
256,os+net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,105.337144,16
257,os,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,101.13695,16
258,net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,106.553595,16
259,os+net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,114.262663,16
260,os,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,101.13695,16
261,net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,105.249573,16
262,os+net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,105.249573,16
263,os,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,101.13695,16
264,net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,106.686801,16
265,os+net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,108.357241,16
266,os,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,101.13695,16
267,net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,114.659549,16
268,os+net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,109.44982,16
269,os,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,101.13695,16
270,net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,108.094042,16
271,os+net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,108.094042,16
272,os,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,101.13695,16
273,net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,112.05298,16
274,os+net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,105.48459,16
275,os,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,101.13695,16
276,net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,109.559233,16
277,os+net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,109.559233,16
278,os,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,101.13695,16
279,net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,113.952468,16
280,os+net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,112.176737,16
281,os,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,101.13695,16
282,net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,115.603515,16
283,os+net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,105.286242,16
284,os,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,101.13695,16
285,net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,105.286242,16
286,os+net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,115.326446,16
287,os,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,101.13695,16
288,net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,110.335841,16
289,os+net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,112.005744,16
290,os,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,101.13695,16
291,net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,104.003224,16
292,os+net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,104.003224,16
293,os,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,101.13695,16
294,net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,106.118328,16
295,os+net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,112.911739,16
296,os,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,101.13695,16
297,net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,116.821431,16
298,os+net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,116.821431,16
299,os,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,101.13695,16
300,net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,115.842605,16
301,os+net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,114.589202,16
302,os,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,101.13695,16
303,net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,115.087069,16
304,os+net,Simulated,nwaydissemination,AWS,Normal,8,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,115.087069,16
305,none,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,134.8546,16
306,os,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,138.166818,16
307,net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,152.03671,16
308,os+net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,149.477333,16
309,os,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,134.8546,16
310,net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,151.503376,16
311,os+net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,157.786071,16
312,os,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,134.8546,16
313,net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,152.351992,16
314,os+net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,146.04417,16
315,os,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,134.8546,16
316,net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,146.800848,16
317,os+net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,151.508424,16
318,os,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,134.8546,16
319,net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,179.75929,16
320,os+net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,150.677175,16
321,os,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,134.8546,16
322,net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,151.697212,16
323,os+net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,152.045563,16
324,os,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,134.8546,16
325,net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,151.088809,16
326,os+net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,148.665126,16
327,os,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,134.8546,16
328,net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,152.485247,16
329,os+net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,152.578297,16
330,os,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,143.492949,16
331,net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,155.711285,16
332,os+net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,145.285375,16
333,os,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,134.8546,16
334,net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,149.924011,16
335,os+net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,149.924011,16
336,os,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,142.412701,16
337,net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,151.329004,16
338,os+net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,147.312289,16
339,os,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,137.522397,16
340,net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,149.82188,16
341,os+net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,149.82188,16
342,os,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,142.01493,16
343,net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,154.180091,16
344,os+net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,147.116135,16
345,os,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,145.238105,16
346,net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,147.116135,16
347,os+net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,153.920771,16
348,os,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,134.8546,16
349,net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,149.181945,16
350,os+net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,161.986011,16
351,os,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,140.05411,16
352,net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,161.986011,16
353,os+net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,144.662305,16
354,os,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,134.8546,16
355,net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,149.323363,16
356,os+net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,152.971139,16
357,os,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,134.8546,16
358,net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,151.21785,16
359,os+net,Simulated,nwaydissemination,AWS,Normal,16,../../cloud_noise_data/aws-normal_c5.18xlarge_cluster/2022_03_26_10_07_26,156.508088,16
